,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,tenure,MonthlyCharges,TotalCharges,Age,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score
,1,56.25,56.25,49,26.14,22,0,0,26.14,82.39,1
,21,106.1,2249.95,27,21.83,59,0,0,458.43,2708.38,1
,2,79.75,159.4,74,39.63,23,0,10,79.26,248.66,3
,1,68.65,68.65,62,12.4,28,0,0,12.4,81.05,2
,16,20.25,327.45,24,21.04,0,0,0,336.64,664.09,1
,14,100.2,1369.8,71,47.01,19,0,0,658.14,2027.94,1
,15,74.9,1107.25,39,34.63,15,0,0,519.45,1626.7,2
,1,70.85,70.85,51,27.05,23,0,0,27.05,97.9,3
,2,69.8,134.7,56,37.72,27,0,0,75.44,210.14,1
,55,54.55,2978.3,30,0,42,0,50,0,3028.3,1
,7,70.75,450.8,57,23.35,6,0,0,163.45,614.25,1
,13,94.1,1215.6,26,43.56,52,0,0,566.28,1781.88,1
,3,29.7,91.7,46,0,15,0,0,0,91.7,1
,66,110.9,7432.05,69,9.9,25,0,0,653.4,8085.45,3
,38,105,4026.4,60,19.08,4,0,0,725.04,4751.44,1
,1,25.3,25.3,20,0,51,0,10,0,35.3,2
,22,55.15,1193.05,22,33.53,59,0,0,737.66,1930.71,3
,1,20.1,20.1,25,4.11,0,0,0,4.11,24.21,1
,1,69.9,69.9,49,4.99,28,0,0,4.99,74.89,1
,43,101.4,4528,39,49.64,27,0,0,2134.52,6662.52,1
,1,80.8,80.8,34,41.77,15,0,0,41.77,122.57,3
,2,62.05,118.3,44,37.29,20,0,0,74.58,192.88,1
,1,76.45,76.45,74,3.84,13,0,10,3.84,90.29,3
,12,91.3,1094.5,79,34.01,18,0,0,408.12,1502.62,2
,6,95.75,573.75,69,47.9,6,0,0,287.4,861.15,3
,34,62.65,2274.9,19,41.32,71,0,0,1404.88,3679.78,1
,1,74.5,74.5,33,13.61,25,0,0,13.61,88.11,1
,10,102.1,1068.85,31,32.07,22,0,0,320.7,1389.55,3
,16,50.15,762.25,21,14.26,53,0,0,228.16,990.41,2
,7,86.5,582.5,62,22.61,11,0,20,158.27,760.77,1
,27,81.45,2122.05,80,42.91,5,0,0,1158.57,3280.62,3
,1,69.15,69.15,54,2.2,30,0,0,2.2,71.35,2
,9,79.55,723.4,40,45.41,23,0,0,408.69,1132.09,1
,48,95.5,4627.85,47,29.54,29,0,0,1417.92,6045.77,2
,3,91.05,289.1,65,26.32,8,0,0,78.96,368.06,2
,2,79.2,172.85,78,17.73,18,0,0,35.46,208.31,3
,2,45.25,85.5,28,0,48,0,10,0,95.5,1
,14,74.3,1096.25,75,35.07,10,0,0,490.98,1587.23,3
,3,74.1,228,55,16.29,24,0,0,48.87,276.87,1
,57,100.6,5746.15,73,42.1,3,0,0,2399.7,8145.85,1
,3,75,209.1,27,34.49,52,0,0,103.47,312.57,1
,64,70.2,4481,80,29.12,24,0,0,1863.68,6344.68,1
,2,70.75,154.85,74,9.86,21,0,0,19.72,174.57,2
,12,50.25,593.75,50,46.58,26,0,120,558.96,1272.71,1
,40,79.2,3233.85,65,44.86,4,0,0,1794.4,5028.25,1
,12,96,1062.1,46,25.54,27,0,0,306.48,1368.58,1
,54,100.1,5440.9,38,41.83,9,0,0,2258.82,7699.72,1
,4,56.5,235.1,38,42.71,56,0,0,170.84,405.94,2
,1,85,85,71,42.5,8,0,0,42.5,127.5,2
,51,59.3,3014.65,51,0,2,0,0,0,3014.65,1
,4,49.4,184.4,44,9.77,16,0,10,39.08,233.48,1
,35,55,2010.55,60,48.93,14,0,0,1712.55,3723.1,1
,1,69.2,69.2,51,10.08,18,0,0,10.08,79.28,2
,38,62.3,2354.8,46,46.21,14,0,0,1755.98,4110.78,3
,37,92.5,3473.4,74,49.37,4,0,0,1826.69,5300.09,1
,3,69.65,220.1,53,39.38,23,0,0,118.14,338.24,2
,61,111.6,6876.05,44,7.82,11,0,0,477.02,7353.07,1
,11,48.55,501,43,19.01,8,0,130,209.11,840.11,1
,1,20.2,20.2,62,48.25,0,0,0,48.25,68.45,1
,19,39.65,733.35,50,0,21,0,0,0,733.35,1
,56,24.9,1334,57,2.58,0,0,0,144.48,1478.48,3
,2,56.7,113.55,62,5.67,53,0,0,11.34,124.89,1
,14,105.95,1348.9,59,5.63,23,0,0,78.82,1427.72,1
,4,74.95,308.7,76,28.11,27,0,0,112.44,421.14,2
,15,29.7,438.25,56,0,29,0,90,0,528.25,1
,1,50.35,50.35,40,0,20,0,0,0,50.35,1
,64,47.85,3147.5,61,0,27,0,0,0,3147.5,1
,1,70.3,70.3,32,5.67,7,0,0,5.67,75.97,2
,55,98.8,5617.75,73,8.93,21,0,0,491.15,6108.9,2
,18,99.85,1776.95,34,36.49,3,0,0,656.82,2433.77,1
,32,80.3,2483.05,71,2.08,25,0,0,66.56,2549.61,1
,66,80.45,5224.35,72,45.59,24,0,140,3008.94,8373.29,2
,7,86.8,620.35,22,30.61,59,0,0,214.27,834.62,2
,6,84.2,519.15,76,40.44,25,0,0,242.64,761.79,2
,13,99,1301.7,31,24.14,21,0,0,313.82,1615.52,1
,11,100.75,1129.75,45,48.64,28,0,0,535.04,1664.79,2
,9,91.75,865.8,58,22,7,0,0,198,1063.8,1
,1,79.55,79.55,56,5.1,10,0,0,5.1,84.65,2
,54,111.1,6014.85,56,46.74,16,0,50,2523.96,8588.81,1
,25,89.1,2368.4,36,23.24,25,0,0,581,2949.4,1
,37,101.9,3545.35,22,24.04,59,0,0,889.48,4434.83,3
,14,91.65,1301,61,9.13,12,0,0,127.82,1428.82,3
,4,88.85,372.45,69,12.86,4,0,0,51.44,423.89,3
,3,25.3,77.75,80,0,30,0,0,0,77.75,3
,1,95.45,95.45,56,5.59,2,0,0,5.59,101.04,1
,13,91.1,1135.7,54,5.43,26,0,80,70.59,1286.29,2
,45,54.15,2319.8,60,42.04,26,0,0,1891.8,4211.6,2
,1,69.7,69.7,64,21.52,25,0,0,21.52,91.22,2
,6,89.5,573.3,58,47.92,25,0,0,287.52,860.82,1
,3,35.15,99.75,61,0,13,0,0,0,99.75,2
,12,73.75,871.4,27,14.96,59,0,0,179.52,1050.92,3
,8,101.35,780.5,78,43.98,27,0,0,351.84,1132.34,3
,6,55.9,365.35,55,14.51,20,0,30,87.06,482.41,1
,3,105.9,334.65,71,41.3,2,0,0,123.9,458.55,2
,1,43.95,43.95,55,34.48,9,0,0,34.48,78.43,3
,1,45.1,45.1,27,11.06,58,0,0,11.06,56.16,3
,41,70.25,2868.05,25,40.78,41,0,0,1671.98,4540.03,3
,9,55.35,449.75,40,41.02,27,0,0,369.18,818.93,1
,43,103,4414.3,73,17.43,26,0,0,749.49,5163.79,1
,33,103.75,3361.05,47,15.66,24,0,100,516.78,3977.83,1
,1,69.35,69.35,57,22.03,26,0,0,22.03,91.38,2
,56,73.85,4092.85,22,35.59,69,0,0,1993.04,6085.89,3
,3,75.15,216.75,33,15.02,29,0,0,45.06,261.81,2
,1,69.6,69.6,27,46.21,58,0,0,46.21,115.81,1
,5,80.15,385,57,11.54,19,0,0,57.7,442.7,1
,1,30.5,30.5,37,0,19,0,0,0,30.5,1
,70,98.3,6859.5,34,29.59,3,0,20,2071.3,8950.8,2
,48,107.4,5121.3,20,5.19,47,0,0,249.12,5370.42,2
,13,82,1127.2,79,4.45,25,0,0,57.85,1185.05,2
,24,75.4,1747.85,55,17.73,29,0,0,425.52,2173.37,3
,27,101.25,2754.45,72,45.82,13,0,0,1237.14,3991.59,1
,25,89.5,2196.15,69,18.46,3,0,0,461.5,2657.65,1
,22,74.4,1692.6,79,5.09,23,0,0,111.98,1804.58,1
,1,20.5,20.5,22,19.85,0,0,0,19.85,40.35,2
,4,74.35,265.35,52,47.82,13,0,0,191.28,456.63,1
,18,99.75,1836.25,68,25.27,15,0,0,454.86,2291.11,2
,56,111.95,6418.9,77,19.46,28,0,0,1089.76,7508.66,3
,16,39,679.85,68,0,24,0,0,0,679.85,1
,30,94.1,2804.45,63,7.01,24,0,0,210.3,3014.75,3
,8,95.65,778.1,53,29.66,12,0,0,237.28,1015.38,3
,50,88.05,4367.35,79,37.12,4,0,100,1856,6323.35,3
,41,66.5,2728.6,49,32.02,28,0,0,1312.82,4041.42,3
,3,35.45,106.85,29,0,85,0,0,0,106.85,1
,3,49.9,130.1,63,46.57,16,0,0,139.71,269.81,3
,40,104.5,4036.85,51,37.69,15,0,0,1507.6,5544.45,1
,3,75.05,256.25,68,23.82,30,0,0,71.46,327.71,1
,23,81,1917.1,47,18.7,24,0,0,430.1,2347.2,2
,1,74.45,74.45,73,31.27,11,0,10,31.27,115.72,2
,4,60.4,272.15,28,18.03,59,0,0,72.12,344.27,1
,1,70.65,70.65,64,37.68,26,0,0,37.68,108.33,1
,12,59.8,727.8,44,9.6,23,0,0,115.2,843,3
,9,44.2,403.35,40,41.92,29,0,0,377.28,780.63,2
,1,75.75,75.75,79,8.35,23,0,0,8.35,84.1,1
,67,102.95,6886.25,28,37.5,30,0,0,2512.5,9398.75,1
,4,74.4,306.6,75,10.61,8,0,20,42.44,369.04,2
,1,29.85,29.85,36,0,10,0,0,0,29.85,3
,34,56.95,1889.5,46,17.09,16,0,0,581.06,2470.56,3
,45,42.3,1840.75,53,0,10,0,0,0,1840.75,3
,22,89.1,1949.4,42,29.54,53,0,0,649.88,2599.28,4
,10,29.75,301.9,42,0,8,0,0,0,301.9,3
,62,56.15,3487.95,48,7.96,8,0,0,493.52,3981.47,4
,13,49.95,587.45,37,29.68,22,0,150,385.84,1123.29,3
,16,18.95,326.8,21,32.62,0,0,0,521.92,848.72,3
,58,100.35,5681.1,39,5.69,10,0,0,330.02,6011.12,3
,25,105.5,2686.05,27,10.4,48,0,0,260,2946.05,3
,69,113.25,7895.15,48,33.23,3,0,0,2292.87,10188.02,4
,52,20.65,1022.95,57,22.55,0,0,0,1172.6,2195.55,4
,71,106.7,7382.25,61,14.67,7,0,0,1041.57,8423.82,3
,21,90.05,1862.9,30,6.49,73,0,30,136.29,2029.19,3
,12,19.8,202.25,45,11.04,0,0,0,132.48,334.73,4
,58,59.9,3505.1,25,48.98,76,0,0,2840.84,6345.94,3
,49,59.6,2970.3,42,5.29,30,0,0,259.21,3229.51,3
,30,55.3,1530.6,25,19.41,27,0,0,582.3,2112.9,4
,72,90.25,6369.45,36,10.92,28,0,0,786.24,7155.69,3
,71,96.35,6766.95,69,47.02,12,0,0,3338.42,10105.37,4
,2,95.5,181.65,79,33.1,11,0,10,66.2,257.85,5
,27,66.15,1874.45,46,40.21,13,0,0,1085.67,2960.12,3
,1,20.2,20.2,35,24.48,0,0,0,24.48,44.68,5
,1,45.25,45.25,71,11.89,12,0,0,11.89,57.14,3
,72,99.9,7251.7,60,23.66,26,0,0,1703.52,8955.22,4
,46,74.8,3548.3,19,42.44,69,0,0,1952.24,5500.54,3
,10,49.55,475.7,53,26.17,7,0,0,261.7,737.4,3
,70,69.2,4872.35,52,29.38,23,0,80,2056.6,7008.95,3
,17,20.75,418.25,28,8.74,0,0,0,148.58,566.83,4
,63,79.85,4861.45,36,12.82,17,0,0,807.66,5669.11,3
,13,76.2,981.45,42,11.79,29,0,0,153.27,1134.72,5
,49,84.5,3906.7,49,27.2,24,0,0,1332.8,5239.5,5
,2,49.25,97,22,40.75,71,0,0,81.5,178.5,5
,52,79.75,4217.8,23,29.16,73,0,0,1516.32,5734.12,4
,69,64.15,4254.1,64,39.88,17,0,40,2751.72,7045.82,3
,43,90.25,3838.75,65,12.58,26,0,0,540.94,4379.69,4
,25,69.5,1752.65,65,30.6,2,0,0,765,2517.65,4
,60,74.85,4456.35,72,48.9,16,0,0,2934,7390.35,3
,63,99.65,6311.2,44,1.43,16,0,0,90.09,6401.29,3
,66,108.45,7076.35,77,21.79,9,0,0,1438.14,8514.49,5
,34,24.95,894.3,61,25.21,0,0,0,857.14,1751.44,3
,72,107.5,7853.7,40,9.47,21,0,60,681.84,8595.54,3
,47,100.5,4707.1,34,38.15,14,0,0,1793.05,6500.15,3
,60,89.9,5450.7,27,42.88,52,0,0,2572.8,8023.5,3
,72,42.1,2962,36,0,17,0,0,0,2962,4
,18,54.4,957.1,43,44.97,7,0,0,809.46,1766.56,5
,3,75.3,244.1,53,38.99,20,0,0,116.97,361.07,3
,47,78.9,3650.35,32,39.52,30,0,0,1857.44,5507.79,5
,31,79.2,2497.2,61,25.57,27,0,70,792.67,3359.87,5
,50,20.15,930.9,37,26.95,0,0,0,1347.5,2278.4,4
,10,79.85,887.35,29,48.38,42,0,0,483.8,1371.15,3
,1,49.05,49.05,39,25.77,5,0,0,25.77,74.82,3
,52,20.4,1090.65,24,5.65,0,0,0,293.8,1384.45,3
,64,111.6,7099,71,16.33,10,0,0,1045.12,8144.12,4
,62,24.25,1424.6,40,48.73,0,0,0,3021.26,4445.86,5
,3,64.5,177.4,51,39.55,56,0,60,118.65,356.05,3
,56,110.5,6139.5,73,47.13,29,0,0,2639.28,8778.78,4
,46,55.65,2688.85,50,2.03,7,0,0,93.38,2782.23,5
,8,54.65,482.25,62,38.78,18,0,0,310.24,792.49,3
,30,74.75,2111.3,80,38.61,5,0,0,1158.3,3269.6,4
,45,25.9,1216.6,48,22.49,0,0,0,1012.05,2228.65,4
,11,50.55,565.35,23,0,41,0,0,0,565.35,3
,42,103.8,4327.5,38,40.15,28,0,110,1686.3,6123.8,4
,49,20.15,973.35,31,2.82,0,0,0,138.18,1111.53,5
,9,99.3,918.75,30,4.81,69,0,0,43.29,962.04,3
,35,62.15,2215.45,51,24.53,30,0,0,858.55,3074,4
,48,20.65,1057,24,37.96,0,0,0,1822.08,2879.08,5
,46,19.95,927.1,56,30.47,0,0,0,1401.62,2328.72,5
,29,33.75,1009.25,47,0,22,0,0,0,1009.25,3
,30,82.05,2570.2,32,6.19,21,0,120,185.7,2875.9,3
,1,74.7,74.7,79,27.65,2,0,0,27.65,102.35,5
,66,84,5714.25,57,6.22,26,0,0,410.52,6124.77,4
,65,111.05,7107,50,41.78,14,0,0,2715.7,9822.7,4
,72,100.9,7459.05,52,24.53,12,0,0,1766.16,9225.21,3
,71,66.85,4748.7,50,4.85,26,0,0,344.35,5093.05,4
,52,21,1107.2,62,28.3,0,0,0,1471.6,2578.8,4
,1,20.2,20.2,19,41.1,0,0,0,41.1,61.3,3
,1,19.45,19.45,38,16.44,0,0,0,16.44,35.89,3
,38,95,3605.6,34,3.95,21,0,0,150.1,3755.7,5
,66,45.55,3027.25,65,0,9,0,0,0,3027.25,5
,5,24.3,100.2,35,0,21,0,0,0,100.2,3
,72,104.15,7303.05,25,25.82,59,0,0,1859.04,9162.09,3
,32,30.15,927.65,60,0,18,0,0,0,927.65,4
,43,94.35,3921.3,50,41.22,7,0,0,1772.46,5693.76,3
,72,19.4,1363.25,38,49.5,0,0,0,3564,4927.25,5
,52,57.95,3042.25,35,33.84,5,0,0,1759.68,4801.93,3
,43,91.65,3954.1,36,26.55,12,0,0,1141.65,5095.75,5
,64,54.6,3423.5,48,0,30,0,0,0,3423.5,4
,3,89.85,248.4,38,33.3,12,0,0,99.9,348.3,3
,36,31.05,1126.35,61,0,27,0,0,0,1126.35,4
,41,20.65,835.15,53,31.62,0,0,0,1296.42,2131.57,5
,27,85.2,2151.6,33,48.17,15,0,30,1300.59,3482.19,3
,56,99.8,5515.45,27,42.37,71,0,0,2372.72,7888.17,4
,6,20.7,112.75,31,7.72,0,0,0,46.32,159.07,5
,7,50.7,350.35,20,25.64,71,0,0,179.48,529.83,3
,4,20.85,62.9,27,39.89,0,0,0,159.56,222.46,5
,33,88.95,3027.65,59,47.64,18,0,0,1572.12,4599.77,3
,72,23.55,1723.95,46,1.86,0,0,0,133.92,1857.87,3
,1,19.75,19.75,45,15.77,0,0,0,15.77,35.52,3
,71,56.45,3985.35,73,0,20,0,0,0,3985.35,3
,13,85.95,1215.65,49,29.21,22,0,0,379.73,1595.38,5
,67,50.55,3260.1,60,32.58,8,0,0,2182.86,5442.96,5
,43,25.7,1188.2,42,25.53,0,0,0,1097.79,2285.99,4
,23,75,1778.5,37,24.04,22,0,0,552.92,2331.42,4
,64,20.2,1277.75,23,36.24,0,0,0,2319.36,3597.11,5
,57,19.6,1170.55,58,5.71,0,0,0,325.47,1496.02,3
,72,88.05,6425.65,71,20.48,6,0,0,1474.56,7900.21,3
,61,101.05,5971.25,35,17.49,21,0,0,1066.89,7038.14,4
,64,84.3,5289.05,34,30.27,12,0,0,1937.28,7226.33,3
,71,23.95,1756.2,66,30.72,0,0,0,2181.12,3937.32,3
,65,99.05,6416.7,56,13.2,13,0,0,858,7274.7,3
,3,19.6,61.35,42,35.65,0,0,0,106.95,168.3,5
,30,64.5,1929.95,52,27.88,6,0,0,836.4,2766.35,5
,15,69.5,1071.4,50,8.44,21,0,0,126.6,1198,4
,8,68.55,564.35,33,29.94,17,0,0,239.52,803.87,3
,70,108.15,7930.55,27,5.77,48,0,0,403.9,8334.45,4
,62,86.1,5215.25,51,43.2,23,0,0,2678.4,7893.65,4
,6,19.7,113.5,29,5.52,0,0,0,33.12,146.62,3
,14,80.9,1152.8,33,40.22,19,0,0,563.08,1715.88,5
,22,84.15,1821.95,23,19.2,41,0,60,422.4,2304.35,3
,22,20.15,419.9,37,48.06,0,0,0,1057.32,1477.22,5
,16,64.25,1024,38,23.31,27,0,0,372.96,1396.96,4
,10,25.7,251.6,44,32.1,0,0,0,321,572.6,5
,13,56,764.55,63,27.04,10,0,0,351.52,1116.07,3
,2,69.7,135.2,54,15.67,8,0,0,31.34,166.54,5
,53,73.9,3958.25,35,6.54,4,0,0,346.62,4304.87,4
,11,20.6,233.9,21,1.92,0,0,0,21.12,255.02,3
,69,19.9,1363.45,40,30.86,0,0,0,2129.34,3492.79,5
,72,89.05,6254.45,39,6.05,30,0,0,435.6,6690.05,4
,16,20.4,321.4,59,45.54,0,0,0,728.64,1050.04,4
,43,84.25,3539.25,61,15.2,21,0,0,653.6,4192.85,3
,14,81.95,1181.75,48,5.17,25,0,0,72.38,1254.13,3
,32,20.55,654.55,61,35.97,0,0,0,1151.04,1805.59,3
,34,24.7,780.2,49,11.52,0,0,0,391.68,1171.88,4
,15,105.35,1559.25,19,4.19,59,0,0,62.85,1622.1,3
,61,20.55,1252,22,19.27,0,0,0,1175.47,2427.47,4
,1,45.3,45.3,25,47.36,41,0,0,47.36,92.66,5
,33,74.75,2453.3,35,48.85,30,0,0,1612.05,4065.35,3
,20,51.8,1023.85,45,3.94,18,0,0,78.8,1102.65,4
,3,30.4,82.15,19,0,59,0,0,0,82.15,4
,13,19.65,244.8,61,33.13,0,0,0,430.69,675.49,3
,40,56.6,2379.1,62,48.29,23,0,0,1931.6,4310.7,5
,43,71.9,3173.35,24,48.1,51,0,0,2068.3,5241.65,3
,69,19.75,1375.4,38,5.27,0,0,0,363.63,1739.03,4
,72,109.7,8129.3,42,18.66,3,0,0,1343.52,9472.82,4
,59,19.3,1192.7,33,25.57,0,0,0,1508.63,2701.33,3
,20,96.55,1901.65,32,28.57,15,0,0,571.4,2473.05,3
,24,24.1,587.4,19,1.14,0,0,0,27.36,614.76,3
,59,111.35,6519.75,19,48.12,51,0,0,2839.08,9358.83,5
,72,112.25,8041.65,42,11.66,28,0,0,839.52,8881.17,4
,1,20.75,20.75,29,7.57,0,0,0,7.57,28.32,5
,27,101.9,2681.15,55,20.02,27,0,0,540.54,3221.69,3
,14,80.05,1112.3,51,1.69,21,0,0,23.66,1135.96,5
,71,105.55,7405.5,55,25.02,53,0,0,1776.42,9181.92,3
,13,78.3,1033.95,55,31.93,22,0,150,415.09,1599.04,3
,44,68.85,2958.95,41,1.7,28,0,0,74.8,3033.75,3
,33,79.95,2684.85,64,42.29,13,0,0,1395.57,4080.42,3
,72,55.45,4179.2,30,0,47,0,0,0,4179.2,3
,64,102.45,6654.1,22,40.49,69,0,0,2591.36,9245.46,3
,1,25.25,25.25,40,0,2,0,0,0,25.25,4
,61,19.75,1124.2,32,15.02,0,0,0,916.22,2040.42,4
,29,20,540.05,23,27.72,0,0,0,803.88,1343.93,5
,23,86.8,1975.85,66,42.59,2,0,0,979.57,2955.42,3
,57,58.75,3437.45,45,0,22,0,0,0,3437.45,3
,72,45.25,3139.8,46,0,17,0,0,0,3139.8,4
,66,56.6,3789.2,38,0,29,0,0,0,3789.2,4
,65,84.2,5324.5,51,41.57,16,0,0,2702.05,8026.55,5
,8,80,624.6,24,39.92,73,0,0,319.36,943.96,4
,71,24.75,1836.9,55,32.13,0,0,0,2281.23,4118.13,3
,1,20.2,20.2,32,44.69,0,0,0,44.69,64.89,5
,12,19.35,219.35,53,16.72,0,0,0,200.64,419.99,5
,24,50.6,1288.75,28,0,46,0,0,0,1288.75,3
,31,81.15,2545.75,26,39.34,41,0,0,1219.54,3765.29,4
,30,89.9,2723.15,62,31.97,2,0,0,959.1,3682.25,3
,47,85.3,4107.25,22,29.15,52,0,130,1370.05,5607.3,3
,54,108,5760.65,49,17.76,4,0,0,959.04,6719.69,3
,50,93.5,4747.5,64,40.83,21,0,0,2041.5,6789,4
,72,20.25,1566.9,62,42.36,0,0,0,3049.92,4616.82,4
,29,25.15,702,47,4.53,0,0,0,131.37,833.37,4
,10,29.6,299.05,41,0,29,0,0,0,299.05,3
,18,73.15,1305.95,42,16.78,23,0,0,302.04,1607.99,4
,16,19.75,284.35,40,40.17,0,0,0,642.72,927.07,5
,72,86.6,6350.5,37,8.29,13,0,0,596.88,6947.38,3
,72,109.2,7878.3,49,35.11,22,0,0,2527.92,10406.22,3
,41,74.7,3187.65,38,25.16,11,0,0,1031.56,4219.21,4
,65,94.4,6126.15,77,38.32,25,0,0,2490.8,8616.95,4
,13,54.8,731.3,68,10.51,20,0,0,136.63,867.93,4
,4,75.35,273.4,66,36.4,29,0,0,145.6,419,3
,41,65,2531.8,35,37.55,30,0,140,1539.55,4211.35,4
,42,99,4298.45,28,6.42,48,0,0,269.64,4568.09,3
,51,93.5,4619.55,27,21.07,46,0,0,1074.57,5694.12,3
,32,83.7,2633.3,56,37.48,15,0,0,1199.36,3832.66,5
,10,19.85,193.05,29,1.98,0,0,0,19.8,212.85,4
,67,59.55,4103.9,19,0,52,0,0,0,4103.9,4
,61,115.1,7008.15,42,20.01,12,0,0,1220.61,8228.76,3
,50,114.35,5791.1,46,19.8,21,0,10,990,6791.1,3
,29,45,1228.65,69,0,23,0,0,0,1228.65,3
,57,89.85,4925.35,79,36.66,9,0,0,2089.62,7014.97,5
,31,49.85,1520.1,35,0,10,0,0,0,1520.1,3
,45,113.3,5032.25,57,33.54,4,0,0,1509.3,6541.55,3
,61,88.1,5526.75,62,47.19,28,0,0,2878.59,8405.34,4
,50,24.9,1195.25,64,47.16,0,0,0,2358,3553.25,4
,19,105,2007.25,67,7.95,12,0,20,151.05,2178.3,3
,71,24.25,1732.95,30,8.21,0,0,0,582.91,2315.86,5
,57,59.75,3450.15,50,49.29,22,0,0,2809.53,6259.68,3
,20,107.05,2172.05,68,27.56,3,0,0,551.2,2723.25,3
,21,64.95,1339.8,79,42.95,30,0,0,901.95,2241.75,4
,14,55,771.95,47,0,4,0,0,0,771.95,3
,5,50.55,244.75,24,43.02,42,0,0,215.1,459.85,3
,6,55.15,322.9,29,6.98,30,0,0,41.88,364.78,4
,10,51.2,498.25,44,45.56,17,0,0,455.6,953.85,4
,1,25.4,25.4,21,32.73,0,0,0,32.73,58.13,3
,68,54.45,3687.75,24,5.3,59,0,0,360.4,4048.15,3
,22,76,1783.6,64,19.72,5,0,0,433.84,2217.44,4
,20,44.35,927.15,35,4.15,18,0,0,83,1010.15,4
,35,61.2,2021.2,24,38.38,82,0,0,1343.3,3364.5,3
,23,86.8,1940.8,51,16.63,22,0,90,382.49,2413.29,4
,6,89.35,567.8,77,8.06,19,0,0,48.36,616.16,3
,12,19.7,220.35,43,18.71,0,0,0,224.52,444.87,3
,1,20.25,20.25,44,40.46,0,0,0,40.46,60.71,3
,71,76.05,5436.45,38,9.4,10,0,0,667.4,6103.85,5
,35,100.8,3437.5,73,2.12,3,0,0,74.2,3511.7,5
,40,74.55,3015.75,32,13.86,75,0,0,554.4,3570.15,5
,23,64.9,1509.8,34,46.4,23,0,130,1067.2,2707,4
,4,90.4,356.65,55,31.92,4,0,0,127.68,484.33,3
,68,60.3,4109,44,0,15,0,0,0,4109,4
,38,81.85,3141.7,44,1.27,13,0,0,48.26,3189.96,5
,52,24.8,1229.1,42,40.33,0,0,0,2097.16,3326.26,5
,29,75.55,2054.4,60,32.46,7,0,0,941.34,2995.74,5
,38,101.15,3741.85,71,28.3,27,0,0,1075.4,4817.25,5
,48,78.75,3682.45,51,2.53,6,0,40,121.44,3843.89,3
,1,19.25,19.25,34,9.44,0,0,0,9.44,28.69,3
,22,89.05,1886.25,40,6,8,0,0,132,2018.25,3
,43,115.05,4895.1,25,24.85,26,10.76,0,1068.55,5952.89,4
,5,69.35,341.6,67,9.56,13,0,0,47.8,389.4,4
,51,110.05,5686.4,23,26.73,41,20.28,0,1363.23,7029.35,3
,71,19.9,1355.1,49,22.22,0,42.18,0,1577.62,2890.54,3
,35,91.5,3236.35,64,23.85,10,40.79,90,834.75,4120.31,4
,72,60,4264,63,0,16,25.67,0,0,4238.33,4
,1,44.8,44.8,40,27.46,26,0,0,27.46,72.26,4
,9,48.6,422.3,31,30.07,30,20.45,0,270.63,672.48,3
,69,60.05,4176.7,62,0,18,41.21,0,0,4135.49,3
,52,102.7,5138.1,30,44.34,71,0,0,2305.68,7443.78,3
,11,82.9,880.05,68,29.15,2,0,0,320.65,1200.7,4
,28,35.9,973.65,75,0,58,0,40,0,1013.65,5
,17,82.65,1470.05,79,1.06,25,0,0,18.02,1488.07,4
,35,19.85,739.35,37,9.04,0,2.29,0,316.4,1053.46,3
,8,19.2,161.95,31,31.02,0,0,0,248.16,410.11,4
,46,94.9,4422.95,31,22.13,22,24.08,0,1017.98,5416.85,4
,68,88.15,6148.45,63,21.82,2,36.29,0,1483.76,7595.92,3
,36,94.8,3565.65,20,19.64,71,30.26,0,707.04,4242.43,4
,32,54.65,1830.1,69,19.92,14,0,10,637.44,2477.54,5
,71,85.75,6223.8,59,30.68,18,4.6,0,2178.28,8397.48,3
,66,67.45,4508.65,22,23.2,59,41.67,0,1531.2,5998.18,3
,63,20.5,1328.15,50,35.35,0,15.62,0,2227.05,3539.58,5
,41,20.25,865,39,6.61,0,46.78,0,271.01,1089.23,4
,1,72.1,72.1,72,7.77,22,0,0,7.77,79.87,4
,70,19.45,1303.5,26,23.52,0,14.49,0,1646.4,2935.41,4
,23,44.95,996.85,47,0,14,25.84,40,0,1011.01,3
,64,97,6430.9,69,3.76,11,0,0,240.64,6671.54,3
,37,62.8,2278.75,57,4.5,9,16.97,0,166.5,2428.28,3
,17,44.6,681.4,27,13.02,73,0,0,221.34,902.74,4
,7,89.15,574.35,72,16.36,28,0,0,114.52,688.87,5
,16,54.1,889,70,9.72,29,0,0,155.52,1044.52,3
,64,105.25,6823.4,29,40.18,30,23.67,0,2571.52,9371.25,4
,42,97.1,4016.75,62,13.23,23,46.56,150,555.66,4675.85,3
,5,20.2,83.75,59,12.22,0,0,0,61.1,144.85,5
,41,98.8,3959.15,64,10.26,2,27.09,0,420.66,4352.72,4
,58,50.3,2878.55,61,18.37,18,10.23,0,1065.46,3933.78,5
,47,20.55,945.7,34,44.69,0,0,0,2100.43,3046.13,4
,18,75.9,1373.05,51,26.84,20,15.57,0,483.12,1840.6,4
